Age,Gender,Lifestyle,Habit 01,Habit 02,Habit 03,Habit 04,Habit 05,Habit 06,Recommendation
31,Male,Freelancer,Quality time with my children,Clean for 15 Minutes,Learn Something New,Workout,Pray,Draw,Writing
31,Male,Freelancer,Quality time with my children,Listen to podcast,Write In Journal,Meal preparation for the week – also housewife,No Sweets,No email before breakfast,Balanced Diet
31,Male,Freelancer,No Sugar,Set priorities for your day,No Sugar,No Smoking,Go to gym,Weekly social media detox,Maintain strong social connections
31,Male,Freelancer,No Sweets,Stretch,Weekly social media detox,Yoga,Write In Journal,Floss,Balanced Diet
31,Male,Freelancer,Pray,Brush Teeth in the Morning,Clean for 15 Minutes,Intermittent fasting,Be Grateful,Go for a weekly hike,Spend time outdoors
31,Male,Freelancer,No Screens After 10 pm,Stretch,Write Three Positive Things About Today,Quality time with my children,Write In Journal,Learn Something New,Painting
31,Male,Freelancer,Set priorities for your day,Drink water first thing in the morning,Daily skincare,Draw,No Sugar,No Alcohol,Avoid excessive alcohol
31,Male,Freelancer,Be Grateful,Set priorities for your day,Go to gym,Learn Something New,Meditate For At Least 10 Minutes,No Sugar,Consume probiotics
31,Male,Freelancer,No Soda,No Alcohol,Practice Musical Instrument,Slow-Carb Diet from The 4-Hour Body,Slow-Carb Diet from The 4-Hour Body,Drink more water,Drink plenty of water
31,Male,Freelancer,Keep in touch with friends,Learn Something New,Go to gym,Floss,Sleep by Midnight,Save Money,Fiber-rich diet
31,Male,Worker,Draw,Take Vitamins,No Sweets,No Coffee,No Soda,Be Grateful,Balanced Diet
31,Male,Worker,Read a book for 30 minutes,Eat Breakfast,Learn Something New,Eat Breakfast,Save Money,Save Money,Writing
31,Male,Worker,Unclutter,Set priorities for your day,Write Three Positive Things About Today,Workout,Write Three Positive Things About Today,Eat Breakfast,Breathing Exercises
31,Female,Worker,Stretch,Slow-Carb Diet from The 4-Hour Body,Quality time with my children,Watch a TED talk,Weekly social media detox,Eat More Vegetables and Fruits,Maintain strong social connections
31,Female,Worker,Pray,Write Three Positive Things About Today,Listen to podcast,No Smoking,Make Bed,Unclutter,Avoid smoking
31,Female,Worker,Listen to podcast,Floss,No Soda,Meditate For At Least 10 Minutes,Drink water first thing in the morning,Wake up early,Rest
31,Female,Worker,Floss,Wake up early,Take a walk outside,Practice Musical Instrument,No Soda,Brush Teeth in the Morning,Regular medical check-ups
31,Female,Worker,Brush Teeth in the Morning,Go for a weekly hike,Workout,Quality time with my children,"Walk 10,000 Steps",Eat Breakfast,Spend time outdoors
31,Female,Worker,Stretch,Learn To Speak a Foreign Language,Set priorities for your day,"Walk 10,000 Steps",Yoga,Floss,Mindfulness
31,Female,Worker,Pray,Clean for 15 Minutes,Meditate For At Least 10 Minutes,Take a walk outside,No Alcohol,Slow-Carb Diet from The 4-Hour Body,Avoid excessive alcohol
31,Female,Worker,Make Bed,No Sweets,Clean for 15 Minutes,Take a walk outside,Go for a weekly hike,No Alcohol,Balanced Diet
31,Female,Worker,Learn Something New,Drink water first thing in the morning,Exercise,Listen to podcast,Drink more water,Take Vitamins,Strength training
31,Female,Worker,Sleep at least 8 hours ,Stretch,Save Money,Listen to podcast,"Walk 10,000 Steps",Wake up early,Social Activities
31,Female,Worker,Workout,Eat Breakfast,No Sweets,Clean for 15 Minutes,No Soda,Eat More Vegetables and Fruits,Balanced Diet
31,Female,Worker,Set priorities for your day,Take Vitamins,"Walk 10,000 Steps",Learn To Speak a Foreign Language,Weekly social media detox,Take Vitamins,Maintain strong social connections
31,Female,Worker,Exercise,Set priorities for your day,Practice Musical Instrument,Draw,Drink water first thing in the morning,Practice Musical Instrument,Running
31,Female,Worker,Make Bed,Brush Teeth in the Morning,Meditate For At Least 10 Minutes,Brush Teeth in the Morning,Weekly social media detox,Unclutter,Maintain strong social connections
31,Female,Housewife,No Sweets,Eat More Vegetables and Fruits,Go to gym,Set priorities for your day,Yoga,Drink water first thing in the morning,Balanced Diet
31,Female,Housewife,Be Grateful,Daily skincare,Pray,No Alcohol,Learn To Speak a Foreign Language,Take a walk outside,Avoid excessive alcohol
31,Female,Housewife,Set priorities for your day,Take a walk outside,Write In Journal,"Walk 10,000 Steps",Write Three Positive Things About Today,Learn Something New,Regular medical check-ups
31,Female,Housewife,Daily skincare,Workout,Sleep by Midnight,Make Bed,Write In Journal,Take a walk outside,Regular medical check-ups
31,Female,Housewife,No Soda,Brush Teeth in the Morning,Sleep by Midnight,Paint,Workout,Drink water first thing in the morning,Breathing Exercises
31,Female,Housewife,Workout,Sleep at least 8 hours ,Eat Breakfast,Sleep at least 8 hours ,Draw,Learn To Speak a Foreign Language,Practice learning a new language
31,Female,Housewife,Brush Teeth in the Morning,Keep in touch with friends,Be Grateful,Listen to podcast,Watch a TED talk,Eat Breakfast,Breathing Exercises
31,Female,Housewife,Paint,Wake up early,Meditate For At Least 10 Minutes,Go for a weekly hike,Yoga,Yoga,Deep breathing exercises
31,Female,Housewife,Learn Something New,Slow-Carb Diet from The 4-Hour Body,Write Three Positive Things About Today,No Screens After 10 pm,Stretch,Unclutter,Writing
32,Female,Housewife,Affirmations,Take a walk outside,No Sweets,Daily skincare,Workout,Quality time with my children,Balanced Diet
32,Female,Housewife,Sleep at least 8 hours ,Write In Journal,No Soda,No Alcohol,Drink water first thing in the morning,Sleep by Midnight,Avoid excessive alcohol
32,Female,Freelancer,Eat More Vegetables and Fruits,Duolingo,Floss,Keep in touch with friends,Make Bed,Go for a weekly hike,Spend time outdoors
32,Female,Freelancer,Workout,Quality time with my children,Pray,Daily skincare,Keep in touch with friends,Meditate For At Least 10 Minutes,Practice gratitude
32,Female,Freelancer,No Sweets,Sleep at least 8 hours ,Go for a weekly hike,Go for a weekly hike,"Walk 10,000 Steps",Draw,Balanced Diet
32,Female,Worker,Brush Teeth in the Morning,Stretch,Set priorities for your day,Save Money,Eat Breakfast,Paint,Breathing Exercises
32,Female,Worker,Save Money,Sleep at least 8 hours ,No Sweets,Duolingo,Slow-Carb Diet from The 4-Hour Body,No Sugar,Balanced Diet
32,Male,Worker,No Alcohol,Draw,Take Vitamins,Clean for 15 Minutes,Watch a TED talk,Workout,Avoid excessive alcohol
32,Male,Worker,No Sweets,Yoga,Intermittent fasting,Set priorities for your day,Eat Breakfast,Keep in touch with friends,Balanced Diet
32,Male,Worker,Sleep by Midnight,Watch a TED talk,Brush Teeth in the Morning,Meditate For At Least 10 Minutes,Meditate For At Least 10 Minutes,No Alcohol,Avoid excessive alcohol
32,Male,Worker,Go for a weekly hike,Floss,No Sweets,Learn Something New,Take Vitamins,No Alcohol,Balanced Diet
32,Male,Worker,Eat Breakfast,Clean for 15 Minutes,Eat Breakfast,Affirmations,Stretch,Learn Something New,Painting
32,Male,Worker,Affirmations,Read a book for 30 minutes,Read a book for 30 minutes,Take a walk outside,Pray,Be Grateful,Regular medical check-ups
32,Male,Worker,No Coffee,Brush Teeth in the Morning,Daily skincare,Quality time with my children,Learn To Speak a Foreign Language,Drink more water,Drink plenty of water
32,Male,Worker,Write In Journal,Sleep by Midnight,Duolingo,Sleep at least 8 hours ,Go for a weekly hike,Intermittent fasting,Spend time outdoors
32,Male,Worker,Practice Musical Instrument,Draw,Go for a weekly hike,Stretch,No Coffee,Practice Musical Instrument,Spend time outdoors
32,Male,Worker,Clean for 15 Minutes,Go for a weekly hike,Clean for 15 Minutes,Eat Breakfast,Sleep at least 8 hours ,Sleep at least 8 hours ,Spend time outdoors
32,Male,Worker,Save Money,Affirmations,Write Three Positive Things About Today,Go to gym,No Sweets,Read a book for 30 minutes,Balanced Diet
33,Male,Worker,Learn To Speak a Foreign Language,Meditate For At Least 10 Minutes,Take Vitamins,Draw,Read a book for 30 minutes,Stretch,Practice learning a new language
33,Male,Worker,No Coffee,Practice Musical Instrument,No Screens After 10 pm,Duolingo,Intermittent fasting,Meditate,Learning new skills
33,Male,Worker,Take Vitamins,Paint,No Soda,Yoga,Take a walk outside,Be Grateful,Meditation
33,Male,Freelancer,Exercise,Stretch,Make Bed,Inbox Zero,"Walk 10,000 Steps",Watch a TED talk,Strength training
33,Male,Freelancer,Write Three Positive Things About Today,Sleep at least 8 hours ,Affirmations,Drink water first thing in the morning,No Screens After 10 pm,Unclutter,Breaks from screens and digital devices
33,Male,Freelancer,Quality time with my children,Listen to podcast,Drink more water,Yoga,Sleep by Midnight,Bring Lunch to Work,Deep breathing exercises
33,Female,Freelancer,Listen to podcast,Eat Breakfast,Drink more water,Wake up early,Read a book for 30 minutes,Sleep by Midnight,Drink plenty of water
33,Female,Freelancer,Affirmations,Read a book for 30 minutes,Keep in touch with friends,Eat More Vegetables and Fruits,Take Vitamins,No Screens After 10 pm,Mindful Eating
33,Female,Freelancer,No Coffee,Stretch,Practice Musical Instrument,Stretch,Stretch,Unclutter,Listen to music and dance
33,Female,Freelancer,Take a walk outside,Yoga,Sleep at least 8 hours ,Exercise,Pray,Be Grateful,Running
33,Female,Housewife,No Smoking,Write Three Positive Things About Today,Workout,Daily skincare,Set priorities for your day,Sleep at least 8 hours ,Avoid smoking
33,Female,Housewife,Meditate For At Least 10 Minutes,Learn To Speak a Foreign Language,Make Bed,Draw,Meditate,Weekly social media detox,Reading
33,Female,Housewife,Cook Dinner,Write In Journal,Stretch,Save Money,Set priorities for your day,Learn Something New,Writing
33,Female,Housewife,Daily skincare,Take a walk outside,Be Grateful,Go to gym,Listen to podcast,Brush Teeth in the Morning,Regular medical check-ups
33,Female,Housewife,Write Three Positive Things About Today,Take a walk outside,Eat More Vegetables and Fruits,Go to gym,Meditate For At Least 10 Minutes,Meditate For At Least 10 Minutes,Regular medical check-ups
33,Female,Housewife,Wake up early,Be Grateful,Affirmations,Drink water first thing in the morning,Meditate,No Soda,Learning new skills
34,Female,Housewife,Learn To Speak a Foreign Language,No Sweets,Weekly social media detox,Meditate,Drink more water,Drink more water,Balanced Diet
34,Female,Housewife,Unclutter,Learn To Speak a Foreign Language,Practice Musical Instrument,Drink more water,Drink water first thing in the morning,Listen to podcast,Drink plenty of water
34,Female,Housewife,No Soda,Listen to podcast,No Sweets,Workout,Daily skincare,Learn To Speak a Foreign Language,Balanced Diet
34,Female,Housewife,Unclutter,Clean for 15 Minutes,Cook Dinner,Wake up early,Brush Teeth in the Morning,No Screens After 10 pm,Breaks from screens and digital devices
34,Female,Housewife,Affirmations,Intermittent fasting,Intermittent fasting,Workout,No Alcohol,Brush Teeth in the Morning,Avoid excessive alcohol
34,Female,Housewife,Intermittent fasting,Wake up early,Unclutter,Take a walk outside,"Walk 10,000 Steps",Clean for 15 Minutes,Regular medical check-ups
34,Female,Housewife,Stretch,Floss,Set priorities for your day,Write In Journal,Take Vitamins,Save Money,Breathing Exercises
34,Female,Housewife,Cook Dinner,No Soda,Brush Teeth in the Morning,Quality time with my children,No Coffee,Drink more water,Drink plenty of water
34,Female,Housewife,Read a book for 30 minutes,No Sweets,Wake up early,Exercise,Go to gym,No Coffee,Swimming
34,Female,Housewife,Make Bed,Workout,Pray,Eat More Vegetables and Fruits,Learn Something New,Go for a weekly hike,Spend time outdoors
34,Female,Freelancer,No Sugar,Be Grateful,Quality time with my children,Pray,Brush Teeth in the Morning,Floss,Practice gratitude
34,Male,Freelancer,Set priorities for your day,No Sweets,Write Three Positive Things About Today,Clean for 15 Minutes,Clean for 15 Minutes,"Walk 10,000 Steps",Balanced Diet
34,Male,Freelancer,No Sugar,Workout,Pray,Stretch,Weekly social media detox,Make Bed,Maintain strong social connections
34,Male,Freelancer,Practice Musical Instrument,Intermittent fasting,Stretch,Clean for 15 Minutes,Go for a weekly hike,Draw,Spend time outdoors
34,Male,Freelancer,Make Bed,Drink more water,Write Three Positive Things About Today,Inbox Zero,Workout,Affirmations,Drink plenty of water
34,Male,Freelancer,Save Money,No Sugar,Draw,Unclutter,Sleep at least 8 hours ,No Sweets,Balanced Diet
34,Male,Freelancer,Quality time with my children,No Sugar,Learn To Speak a Foreign Language,Meditate For At Least 10 Minutes,Unclutter,Daily skincare,Practice learning a new language
34,Male,Freelancer,Clean for 15 Minutes,Paint,Sleep by Midnight,Go to gym,Intermittent fasting,Go to gym,Fiber-rich diet
34,Male,Freelancer,Intermittent fasting,Take Vitamins,Quality time with my children,No Smoking,Yoga,Set priorities for your day,Mindfulness
34,Male,Freelancer,Write Three Positive Things About Today,Brush Teeth in the Morning,Floss,Quality time with my children,Meditate For At Least 10 Minutes,Learn To Speak a Foreign Language,Practice learning a new language
35,Male,Freelancer,"Walk 10,000 Steps",No Screens After 10 pm,Drink water first thing in the morning,No Coffee,Sleep at least 8 hours ,Unclutter,Breaks from screens and digital devices
35,Male,Freelancer,Workout,Set priorities for your day,Paint,Set priorities for your day,No Alcohol,Drink more water,Drink plenty of water
35,Male,Freelancer,Draw,No Soda,Intermittent fasting,Paint,Inbox Zero,Eat Breakfast,Breathing Exercises
35,Male,Freelancer,Paint,Clean for 15 Minutes,Meditate For At Least 10 Minutes,Meditate,Write Three Positive Things About Today,Weekly brunch with friends,Learning new skills
35,Male,Freelancer,Write In Journal,Learn To Speak a Foreign Language,No Soda,"Walk 10,000 Steps",Listen to podcast,Exercise,Walking
35,Male,Worker,Take Vitamins,Quality time with my children,Meditate,No Smoking,Sleep at least 8 hours ,Draw,Learning new skills
35,Male,Worker,No Smoking,Slow-Carb Diet from The 4-Hour Body,Learn To Speak a Foreign Language,Go for a weekly hike,Take Vitamins,No Smoking,Avoid smoking
35,Male,Worker,Eat Breakfast,Duolingo,Affirmations,"Walk 10,000 Steps",Affirmations,Save Money,Breathing Exercises
35,Male,Worker,Brush Teeth in the Morning,No Coffee,"Walk 10,000 Steps",Weekly social media detox,Workout,No Alcohol,Maintain strong social connections
35,Male,Worker,Yoga,Quality time with my children,Quality time with my children,Drink more water,Write Three Positive Things About Today,Clean for 15 Minutes,Mindfulness
35,Male,Worker,Workout,No Alcohol,Slow-Carb Diet from The 4-Hour Body,Learn To Speak a Foreign Language,Be Grateful,Watch a TED talk,Avoid excessive alcohol
35,Male,Worker,No Alcohol,Meditate,Affirmations,Eat More Vegetables and Fruits,Unclutter,Eat Breakfast,Puzzles
35,Male,Worker,Intermittent fasting,Slow-Carb Diet from The 4-Hour Body,Drink more water,Drink water first thing in the morning,No Soda,Unclutter,Drink plenty of water
35,Male,Worker,Take a walk outside,Sleep at least 8 hours ,Drink more water,Drink water first thing in the morning,Write In Journal,No Smoking,Drink plenty of water
35,Female,Worker,Stretch,Floss,Take Vitamins,No Sweets,Sleep at least 8 hours ,Take a walk outside,Balanced Diet
35,Female,Worker,Keep in touch with friends,Sleep at least 8 hours ,Paint,No Smoking,Go to gym,"Walk 10,000 Steps",Avoid smoking
35,Female,Worker,Duolingo,No Coffee,Unclutter,Listen to podcast,Floss,No Alcohol,Avoid excessive alcohol
35,Female,Worker,No Alcohol,Intermittent fasting,Quality time with my children,Intermittent fasting,Meditate For At Least 10 Minutes,Read a book for 30 minutes,Avoid excessive alcohol
35,Female,Housewife,Be Grateful,Clean for 15 Minutes,Go for a weekly hike,Yoga,Slow-Carb Diet from The 4-Hour Body,Learn Something New,Meditation
35,Female,Housewife,Yoga,Weekly social media detox,Learn To Speak a Foreign Language,Learn Something New,Pray,Go for a weekly hike,Maintain strong social connections
35,Female,Housewife,Paint,Be Grateful,Learn Something New,Drink more water,Wake up early,Workout,Drink plenty of water
35,Female,Housewife,No Coffee,Drink water first thing in the morning,Paint,Take a walk outside,Exercise,Duolingo,Walking
35,Female,Housewife,Exercise,Daily skincare,No Coffee,Read a book for 30 minutes,Go for a weekly hike,Meditate For At Least 10 Minutes,Walking
35,Female,Housewife,No Sweets,Drink water first thing in the morning,Sleep at least 8 hours ,No Sweets,Go to gym,Daily skincare,Balanced Diet
35,Female,Housewife,Eat More Vegetables and Fruits,Exercise,Floss,Take a walk outside,Go to gym,Practice Musical Instrument,Running
35,Female,Housewife,Brush Teeth in the Morning,Write In Journal,Watch a TED talk,Sleep at least 8 hours ,Quality time with my children,Practice Musical Instrument,Listen to music and dance
35,Female,Housewife,No Alcohol,No Smoking,Wake up early,Save Money,Read a book for 30 minutes,Meditate For At Least 10 Minutes,Avoid excessive alcohol
35,Female,Housewife,Go to gym,Floss,Brush Teeth in the Morning,Be Grateful,Slow-Carb Diet from The 4-Hour Body,Learn To Speak a Foreign Language,Fiber-rich diet
35,Female,Housewife,Draw,No Smoking,Brush Teeth in the Morning,Save Money,No Smoking,Learn To Speak a Foreign Language,Avoid smoking
35,Female,Housewife,Slow-Carb Diet from The 4-Hour Body,Intermittent fasting,Go for a weekly hike,Take Vitamins,Pray,Write In Journal,Spend time outdoors
35,Female,Housewife,Slow-Carb Diet from The 4-Hour Body,Intermittent fasting,Workout,Floss,Take Vitamins,Eat More Vegetables and Fruits,Breathing Exercises
35,Female,Housewife,Drink more water,Be Grateful,Listen to podcast,Yoga,Intermittent fasting,Meditate,Playing musical instruments
35,Female,Housewife,Yoga,Meditate For At Least 10 Minutes,Meditate For At Least 10 Minutes,Draw,Wake up early,Go to gym,Deep breathing exercises
35,Female,Housewife,Paint,Intermittent fasting,Eat More Vegetables and Fruits,Pray,Cook Dinner,Set priorities for your day,Practice gratitude
35,Female,Housewife,Sleep at least 8 hours ,No Alcohol,Workout,Learn To Speak a Foreign Language,Drink more water,Yoga,Mindfulness
35,Female,Housewife,Cook Dinner,No Sweets,Take a walk outside,Workout,Write In Journal,Daily skincare,Balanced Diet
35,Female,Housewife,Wake up early,Quality time with my children,Affirmations,Brush Teeth in the Morning,Meditate,Go to gym,Learning new skills
35,Female,Housewife,Set priorities for your day,Sleep at least 8 hours ,Sleep by Midnight,Yoga,Wake up early,"Walk 10,000 Steps",Meditation
35,Female,Housewife,Learn To Speak a Foreign Language,Pray,Meditate For At Least 10 Minutes,No Sugar,Draw,"Walk 10,000 Steps",Practice learning a new language
35,Female,Housewife,Quality time with my children,No Soda,Stretch,Listen to podcast,Watch a TED talk,Wake up early,Work
35,Female,Freelancer,Brush Teeth in the Morning,Sleep at least 8 hours ,No Smoking,Paint,Listen to podcast,No Sugar,Avoid smoking
35,Female,Freelancer,Paint,Inbox Zero,Slow-Carb Diet from The 4-Hour Body,Workout,Set priorities for your day,Yoga,Yoga
36,Female,Freelancer,Take a walk outside,Go for a weekly hike,Inbox Zero,No Sugar,Eat More Vegetables and Fruits,Watch a TED talk,Regular medical check-ups
36,Female,Freelancer,No Sweets,Go for a weekly hike,No Screens After 10 pm,Workout,Draw,Write Three Positive Things About Today,Balanced Diet
36,Female,Freelancer,Draw,No Sugar,Daily skincare,No Sugar,Duolingo,Slow-Carb Diet from The 4-Hour Body,Breathing Exercises
36,Female,Freelancer,Paint,Draw,Write Three Positive Things About Today,No Soda,Meal preparation for the week – also housewife,Go to gym,Fiber-rich diet
36,Female,Freelancer,Set priorities for your day,Sleep by Midnight,No Smoking,Save Money,Go for a weekly hike,Brush Teeth in the Morning,Avoid smoking
36,Female,Freelancer,Drink water first thing in the morning,Intermittent fasting,No Soda,Floss,Inbox Zero,Read a book for 30 minutes,Mindful Eating
36,Female,Freelancer,Watch a TED talk,Unclutter,Read a book for 30 minutes,Learn To Speak a Foreign Language,Pray,Duolingo,Practice learning a new language
36,Female,Worker,Drink more water,Read a book for 30 minutes,Wake up early,No Coffee,Wake up early,Take Vitamins,Drink plenty of water
36,Female,Worker,Keep in touch with friends,Eat Breakfast,No Smoking,Write Three Positive Things About Today,Affirmations,Brush Teeth in the Morning,Avoid smoking
36,Male,Worker,Exercise,Meditate For At Least 10 Minutes,Be Grateful,No Sugar,No Sugar,Take Vitamins,Strength training
36,Male,Worker,Yoga,Take a walk outside,Weekly social media detox,Affirmations,No Screens After 10 pm,Pray,Maintain strong social connections
36,Male,Worker,Listen to podcast,Paint,Eat More Vegetables and Fruits,Clean for 15 Minutes,Take Vitamins,Draw,Breathing Exercises
36,Male,Worker,Sleep at least 8 hours ,Sleep at least 8 hours ,Quality time with my children,No Soda,Go for a weekly hike,Sleep at least 8 hours ,Spend time outdoors
36,Male,Worker,Learn Something New,Drink water first thing in the morning,Draw,Take Vitamins,Quality time with my children,Workout,Writing
36,Male,Worker,Wake up early,Read a book for 30 minutes,Meditate,Unclutter,No Sugar,Take a walk outside,Learning new skills
36,Male,Worker,Clean for 15 Minutes,Save Money,Take a walk outside,Pray,Sleep by Midnight,No Sugar,Regular medical check-ups
36,Male,Worker,Write In Journal,Meditate,Clean for 15 Minutes,Read a book for 30 minutes,Daily skincare,Slow-Carb Diet from The 4-Hour Body,Puzzles
37,Male,Worker,Save Money,Listen to podcast,Workout,Daily skincare,Yoga,No Smoking,Deep breathing exercises
37,Male,Worker,Learn To Speak a Foreign Language,No Sweets,Affirmations,Learn Something New,Keep in touch with friends,Sleep by Midnight,Balanced Diet
37,Female,Worker,Eat Breakfast,Watch a TED talk,Eat More Vegetables and Fruits,Stretch,Make Bed,Keep in touch with friends,Breathing Exercises
37,Female,Worker,Sleep at least 8 hours ,No Smoking,No Coffee,Keep in touch with friends,Wake up early,Draw,Avoid smoking
37,Female,Worker,Yoga,Quality time with my children,Draw,No Smoking,Watch a TED talk,Set priorities for your day,Yoga
37,Female,Worker,Unclutter,Go for a weekly hike,Weekly social media detox,Write In Journal,Practice Musical Instrument,Keep in touch with friends,Maintain strong social connections
37,Female,Worker,Floss,Slow-Carb Diet from The 4-Hour Body,Stretch,Go for a weekly hike,No Alcohol,Eat Breakfast,Avoid excessive alcohol
37,Female,Worker,Sleep at least 8 hours ,Quality time with my children,Be Grateful,Learn To Speak a Foreign Language,Eat More Vegetables and Fruits,Duolingo,Practice learning a new language
37,Female,Worker,Learn Something New,No Screens After 10 pm,Keep in touch with friends,Duolingo,Learn To Speak a Foreign Language,Affirmations,Painting
37,Female,Housewife,No Screens After 10 pm,Watch a TED talk,Read a book for 30 minutes,No Screens After 10 pm,No Soda,Sleep at least 8 hours ,Mindful Eating
37,Female,Housewife,Paint,Keep in touch with friends,No Soda,Learn Something New,Intermittent fasting,Weekly social media detox,Maintain strong social connections
37,Female,Housewife,Make Bed,Drink more water,Wake up early,Pray,Cook Dinner,Take a walk outside,Drink plenty of water
37,Female,Housewife,No Soda,Write In Journal,Listen to podcast,No Smoking,No Soda,No Coffee,Avoid smoking
37,Female,Housewife,Write Three Positive Things About Today,Unclutter,Drink water first thing in the morning,No Smoking,Daily skincare,Pray,Avoid smoking
37,Female,Housewife,Meditate For At Least 10 Minutes,Go for a weekly hike,Listen to podcast,Meditate,Take Vitamins,"Walk 10,000 Steps",Puzzles
37,Female,Housewife,Keep in touch with friends,Exercise,Drink more water,Drink more water,Go to gym,Brush Teeth in the Morning,Strength training
37,Female,Housewife,Write In Journal,Quality time with my children,Weekly social media detox,Wake up early,Stretch,No Sweets,Balanced Diet
38,Female,Housewife,Meditate,Drink more water,Practice Musical Instrument,Intermittent fasting,Affirmations,Yoga,Puzzles
38,Female,Housewife,Eat More Vegetables and Fruits,Take Vitamins,Unclutter,No Screens After 10 pm,Intermittent fasting,No Coffee,Breaks from screens and digital devices
38,Female,Housewife,Pray,Listen to podcast,Cook Dinner,Daily skincare,Quality time with my children,Paint,Practice gratitude
38,Female,Housewife,Yoga,Take Vitamins,No Coffee,Keep in touch with friends,Write In Journal,Workout,Yoga
38,Female,Housewife,Eat More Vegetables and Fruits,Brush Teeth in the Morning,Brush Teeth in the Morning,"Walk 10,000 Steps",Cook Dinner,Intermittent fasting,Breathing Exercises
38,Female,Freelancer,Sleep by Midnight,Read a book for 30 minutes,Take a walk outside,Make Bed,Yoga,No Screens After 10 pm,Deep breathing exercises
38,Female,Freelancer,Intermittent fasting,Write Three Positive Things About Today,Weekly brunch with friends,Practice Musical Instrument,Unclutter,"Walk 10,000 Steps",Listen to music and dance
38,Female,Freelancer,Keep in touch with friends,Workout,Draw,No Smoking,Drink water first thing in the morning,Paint,Avoid smoking
38,Female,Freelancer,Write In Journal,No Sweets,Stretch,Yoga,Meditate For At Least 10 Minutes,Go to gym,Balanced Diet
38,Female,Freelancer,Keep in touch with friends,Clean for 15 Minutes,Meditate,Bring Lunch to Work,Meditate,Eat Breakfast,Puzzles
38,Male,Freelancer,Be Grateful,Keep in touch with friends,No Screens After 10 pm,Listen to podcast,Practice Musical Instrument,Learn To Speak a Foreign Language,Listen to music and dance
38,Male,Freelancer,No Sweets,No Alcohol,Write In Journal,No Alcohol,Take a walk outside,Set priorities for your day,Balanced Diet
38,Male,Worker,Weekly social media detox,Draw,Unclutter,Meditate,Set priorities for your day,Clean for 15 Minutes,Puzzles
38,Male,Worker,Write In Journal,Sleep by Midnight,Eat Breakfast,No Coffee,Workout,No Alcohol,Avoid excessive alcohol
38,Male,Worker,Quality time with my children,Quality time with my children,Affirmations,Eat More Vegetables and Fruits,Pray,Workout,Practice gratitude
38,Male,Worker,Slow-Carb Diet from The 4-Hour Body,Take Vitamins,Write Three Positive Things About Today,Meditate,Drink more water,Exercise,Strength training
38,Male,Worker,Save Money,Write In Journal,Slow-Carb Diet from The 4-Hour Body,Practice Musical Instrument,Stretch,Yoga,Yoga
38,Male,Worker,Take Vitamins,Take a walk outside,Meditate For At Least 10 Minutes,Quality time with my children,No Screens After 10 pm,Duolingo,Regular medical check-ups
38,Male,Worker,Be Grateful,Eat Breakfast,Practice Musical Instrument,Read a book for 30 minutes,Drink water first thing in the morning,Go for a weekly hike,Spend time outdoors
38,Male,Worker,Wake up early,Save Money,Take Vitamins,Paint,Take a walk outside,Take Vitamins,Regular medical check-ups
38,Male,Worker,Take Vitamins,Go for a weekly hike,"Walk 10,000 Steps",No Sugar,Wake up early,Unclutter,Spend time outdoors
38,Male,Worker,Draw,No Sugar,No Screens After 10 pm,Make Bed,No Sugar,Clean for 15 Minutes,Breaks from screens and digital devices
38,Male,Worker,Listen to podcast,No Sugar,Learn To Speak a Foreign Language,Wake up early,No Coffee,Unclutter,Practice learning a new language
38,Male,Worker,Quality time with my children,Stretch,Eat More Vegetables and Fruits,Drink more water,Drink water first thing in the morning,Sleep by Midnight,Drink plenty of water
38,Male,Worker,Be Grateful,No Coffee,No Sugar,Wake up early,Practice Musical Instrument,Learn To Speak a Foreign Language,Listen to music and dance
38,Male,Worker,Weekly social media detox,Intermittent fasting,Learn To Speak a Foreign Language,Affirmations,Pray,Paint,Maintain strong social connections
38,Male,Worker,"Walk 10,000 Steps",Affirmations,No Soda,Go to gym,No Soda,Clean for 15 Minutes,Consume probiotics
38,Male,Worker,Practice Musical Instrument,No Soda,No Screens After 10 pm,Drink water first thing in the morning,Go for a weekly hike,Clean for 15 Minutes,Spend time outdoors
39,Male,Worker,Eat More Vegetables and Fruits,Set priorities for your day,Meditate For At Least 10 Minutes,Take Vitamins,Drink more water,Draw,Drink plenty of water
39,Male,Worker,Listen to podcast,Meditate,Meditate For At Least 10 Minutes,Sleep at least 8 hours ,Quality time with my children,Sleep by Midnight,Reading
39,Male,Freelancer,Weekly brunch with friends,Be Grateful,Inbox Zero,Unclutter,No Sugar,Stretch,Breathing Exercises
39,Male,Freelancer,Write In Journal,No Screens After 10 pm,Exercise,No email before breakfast,Read a book for 30 minutes,Meditate For At Least 10 Minutes,Walking
39,Male,Freelancer,Sleep by Midnight,Eat Breakfast,Write Three Positive Things About Today,Save Money,Quality time with my children,Learn To Speak a Foreign Language,Practice learning a new language
39,Female,Freelancer,Affirmations,Be Grateful,Meditate,Learn To Speak a Foreign Language,No Smoking,Floss,Learning new skills
39,Female,Freelancer,Meditate For At Least 10 Minutes,Meditate,Daily skincare,No Sweets,Meditate For At Least 10 Minutes,Affirmations,Balanced Diet
39,Female,Freelancer,Practice Musical Instrument,Weekly social media detox,Set priorities for your day,Quality time with my children,Make Bed,Take Vitamins,Maintain strong social connections
